movie_id,title,movie_decade,movie_year,genre1,genre2,genre3,genre4,genre5,genre6
1010,"Love Bug, The",1960s,,Children's,Comedy,,,,
1011,Herbie Rides Again,1970s,,Adventure,Children's,Comedy,,,
1012,Old Yeller,1950s,,Children's,Drama,,,,
1013,"Parent Trap, The",1960s,,Children's,Drama,,,,
1014,Pollyanna,1960s,,Children's,Comedy,Drama,,,
1015,Homeward Bound: The Incredible Journey,1990s,,Adventure,Children's,,,,
1016,"Shaggy Dog, The",1950s,,Children's,Comedy,,,,
1017,Swiss Family Robinson,1960s,,Adventure,Children's,,,,
1018,That Darn Cat!,1960s,,Children's,Comedy,Mystery,,,
1019,"20,000 Leagues Under the Sea",1950s,,Adventure,Children's,Fantasy,Sci-Fi,,
1020,Cool Runnings,1990s,,Comedy,,,,,
1021,Angels in the Outfield,1990s,,Children's,Comedy,,,,
1022,Cinderella,1950s,,Animation,Children's,Musical,,,
1023,Winnie the Pooh and the Blustery Day,1960s,,Animation,Children's,,,,
1024,"Three Caballeros, The",1940s,,Animation,Children's,Musical,,,
1025,"Sword in the Stone, The",1960s,,Animation,Children's,,,,
1026,So Dear to My Heart,1940s,,Children's,Drama,,,,
1027,Robin Hood: Prince of Thieves,1990s,,Drama,,,,,
1028,Mary Poppins,1960s,,Children's,Comedy,Musical,,,
1029,Dumbo,1940s,,Animation,Children's,Musical,,,
1030,Pete's Dragon,1970s,,Adventure,Animation,Children's,Musical,,
1031,Bedknobs and Broomsticks,1970s,,Adventure,Children's,Musical,,,
1032,Alice in Wonderland,1950s,,Animation,Children's,Musical,,,
1033,"Fox and the Hound, The",1980s,,Animation,Children's,,,,
1034,Freeway,1990s,,Crime,,,,,
1035,"Sound of Music, The",1960s,,Musical,,,,,
1036,Die Hard,1980s,,Action,Thriller,,,,
1037,"Lawnmower Man, The",1990s,,Action,Sci-Fi,Thriller,,,
1038,Unhook the Stars,1990s,,Drama,,,,,
1039,Synthetic Pleasures,1990s,,Documentary,,,,,
1040,"Secret Agent, The",1990s,,Drama,,,,,
1041,Secrets & Lies,1990s,,Drama,,,,,
1042,That Thing You Do!,1990s,,Comedy,,,,,
1043,To Gillian on Her 37th Birthday,1990s,,Drama,Romance,,,,
1044,Surviving Picasso,1990s,,Drama,,,,,
1045,Love Is All There Is,1990s,,Comedy,Drama,,,,
1046,Beautiful Thing,1990s,,Drama,Romance,,,,
1047,"Long Kiss Goodnight, The",1990s,,Action,Thriller,,,,
1049,"Ghost and the Darkness, The",1990s,,Action,Adventure,,,,
1050,Looking for Richard,1990s,,Documentary,Drama,,,,
1051,Trees Lounge,1990s,,Drama,,,,,
1052,"Proprietor, The",1990s,,Drama,,,,,
1053,Normal Life,1990s,,Crime,Drama,,,,
1054,Get on the Bus,1990s,,Drama,,,,,
1055,Shadow Conspiracy,1990s,,Thriller,,,,,
1056,Jude,1990s,,Drama,,,,,
1057,Everyone Says I Love You,1990s,,Comedy,Musical,Romance,,,
1058,Bitter Sugar (Azucar Amargo),1990s,,Drama,,,,,
1059,William Shakespeare's Romeo and Juliet,1990s,,Drama,Romance,,,,
1060,Swingers,1990s,,Comedy,Drama,,,,
1061,Sleepers,1990s,,Crime,Drama,,,,
1062,"Sunchaser, The",1990s,,Drama,,,,,
1063,Johns,1990s,,Drama,,,,,
1064,Aladdin and the King of Thieves,1990s,,Animation,Children's,Comedy,,,
1065,"Woman in Question, The",1950s,,Mystery,,,,,
1066,Shall We Dance?,1930s,,Comedy,Musical,Romance,,,
1067,"Damsel in Distress, A",1930s,,Comedy,Musical,Romance,,,
1068,Crossfire,1940s,,Crime,Film-Noir,,,,
1069,"Murder, My Sweet",1940s,,Film-Noir,Thriller,,,,
1070,Macao,1950s,,Adventure,,,,,
1071,For the Moment,1990s,,Romance,War,,,,
1073,Willy Wonka and the Chocolate Factory,1970s,,Adventure,Children's,Comedy,Fantasy,,
1075,"Sexual Life of the Belgians, The",1990s,,Comedy,,,,,
1076,"Innocents, The",1960s,,Thriller,,,,,
1077,Sleeper,1970s,,Comedy,Sci-Fi,,,,
1078,Bananas,1970s,,Comedy,War,,,,
1079,"Fish Called Wanda, A",1980s,,Comedy,,,,,
1080,Monty Python's Life of Brian,1970s,,Comedy,,,,,
1081,Victor/Victoria,1980s,,Comedy,Musical,,,,
1082,"Candidate, The",1970s,,Drama,,,,,
1083,"Great Race, The",1960s,,Comedy,Musical,,,,
1084,Bonnie and Clyde,1960s,,Crime,Drama,,,,
1085,"Old Man and the Sea, The",1950s,,Adventure,Drama,,,,
1086,Dial M for Murder,1950s,,Mystery,Thriller,,,,
1087,Madame Butterfly,1990s,,Musical,,,,,
1088,Dirty Dancing,1980s,,Musical,Romance,,,,
1089,Reservoir Dogs,1990s,,Crime,Thriller,,,,
1090,Platoon,1980s,,Drama,War,,,,
1091,Weekend at Bernie's,1980s,,Comedy,,,,,
1092,Basic Instinct,1990s,,Mystery,Thriller,,,,
1093,"Doors, The",1990s,,Drama,Musical,,,,
1094,"Crying Game, The",1990s,,Drama,Romance,War,,,
1095,Glengarry Glen Ross,1990s,,Drama,,,,,
1096,Sophie's Choice,1980s,,Drama,,,,,
1097,E.T. the Extra-Terrestrial,1980s,,Children's,Drama,Fantasy,Sci-Fi,,
1098,"Search for One-eye Jimmy, The",1990s,,Comedy,,,,,
1099,"Christmas Carol, A",1930s,,Drama,,,,,
1100,Days of Thunder,1990s,,Action,Romance,,,,
1101,Top Gun,1980s,,Action,Romance,,,,
1102,American Strays,1990s,,Action,,,,,
1103,Rebel Without a Cause,1950s,,Drama,,,,,
1104,"Streetcar Named Desire, A",1950s,,Drama,,,,,
1105,Children of the Corn IV: The Gathering,1990s,,Horror,,,,,
1106,"Leopard Son, The",1990s,,Documentary,,,,,
1107,Loser,1990s,,Comedy,,,,,
1108,Prerokbe Ognja,1990s,,Documentary,,,,,
1109,Charm's Incidents,1990s,,Drama,,,,,
1110,Bird of Prey,1990s,,Action,,,,,
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),1990s,,Documentary,,,,,
1112,Palookaville,1990s,,Action,Drama,,,,
1113,"Associate, The",1990s,,Comedy,,,,,
1114,"Funeral, The",1990s,,Drama,,,,,
1115,Sleepover,1990s,,Comedy,Drama,,,,
1116,"Single Girl, A (La Fille Seule)",1990s,,Drama,,,,,
1117,"Eighth Day, The (Le Huitième jour )",1990s,,Drama,,,,,
1118,Tashunga,1990s,,Adventure,Western,,,,
1119,Drunks,1990s,,Drama,,,,,
1120,"People vs. Larry Flynt, The",1990s,,Drama,,,,,
1121,Glory Daze,1990s,,Drama,,,,,
1122,Plutonium Circus,1990s,,Documentary,,,,,
1123,"Perfect Candidate, A",1990s,,Documentary,,,,,
1124,On Golden Pond,1980s,,Drama,,,,,
1125,"Return of the Pink Panther, The",1970s,,Comedy,,,,,
1126,Drop Dead Fred,1990s,,Comedy,Fantasy,,,,
1127,"Abyss, The",1980s,,Action,Adventure,Sci-Fi,Thriller,,
1128,"Fog, The",1980s,,Horror,,,,,
1129,Escape from New York,1980s,,Action,Adventure,Sci-Fi,Thriller,,
1130,"Howling, The",1980s,,Horror,,,,,
1131,Jean de Florette,1980s,,Drama,,,,,
1132,Manon of the Spring (Manon des sources),1980s,,Drama,,,,,
1133,Talking About Sex,1990s,,Comedy,Drama,,,,
1134,Johnny 100 Pesos,1990s,,Action,Drama,,,,
1135,Private Benjamin,1980s,,Comedy,,,,,
1136,Monty Python and the Holy Grail,1970s,,Comedy,,,,,
1137,Hustler White,1990s,,Romance,,,,,
1138,Dadetown,1990s,,Documentary,,,,,
1139,Everything Relative,1990s,,Drama,,,,,
1140,Entertaining Angels: The Dorothy Day Story,1990s,,Drama,,,,,
1141,Hoogste tijd,1990s,,Drama,,,,,
1142,Get Over It,1990s,,Drama,,,,,
1143,Three Lives and Only One Death,1990s,,Comedy,,,,,
1144,"Line King: Al Hirschfeld, The",1990s,,Documentary,,,,,
1145,Snowriders,1990s,,Documentary,,,,,
1146,Curtis's Charm,1990s,,Comedy,Drama,,,,
1147,When We Were Kings,1990s,,Documentary,,,,,
1148,"Wrong Trousers, The",1990s,,Animation,Comedy,,,,
1149,JLG/JLG - autoportrait de décembre,1990s,,Documentary,Drama,,,,
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",1980s,,Drama,,,,,
1151,Faust,1990s,,Animation,Comedy,Thriller,,,
1152,He Walked by Night,1940s,,Crime,Film-Noir,Thriller,,,
1153,Raw Deal,1940s,,Film-Noir,,,,,
1154,T-Men,1940s,,Film-Noir,,,,,
1155,"Invitation, The (Zaproszenie)",1980s,,Drama,,,,,
1156,"Children Are Watching us, The (Bambini ci guardano, I)",1940s,,Drama,,,,,
1157,"Symphonie pastorale, La",1940s,,Drama,,,,,
1158,Here Comes Cookie,1930s,,Comedy,,,,,
1159,Love in Bloom,1930s,,Romance,,,,,
1160,Six of a Kind,1930s,,Comedy,,,,,
1161,"Tin Drum, The (Blechtrommel, Die)",1970s,,Drama,,,,,
1162,"Ruling Class, The",1970s,,Comedy,,,,,
1163,Mina Tannenbaum,1990s,,Drama,,,,,
1164,Two or Three Things I Know About Her,1960s,,Drama,,,,,
1165,"Bloody Child, The",1990s,,Drama,Thriller,,,,
1166,Farmer & Chase,1990s,,Comedy,,,,,
1167,Dear God,1990s,,Comedy,,,,,
1168,Bad Moon,1990s,,Horror,,,,,
1169,American Dream,1990s,,Documentary,,,,,
1170,Best of the Best 3: No Turning Back,1990s,,Action,,,,,
1171,Bob Roberts,1990s,,Comedy,,,,,
1172,Cinema Paradiso,1980s,,Comedy,Drama,Romance,,,
1173,"Cook the Thief His Wife & Her Lover, The",1980s,,Drama,,,,,
1174,Grosse Fatigue,1990s,,Comedy,,,,,
1175,Delicatessen,1990s,,Comedy,Sci-Fi,,,,
1176,"Double Life of Veronique, The (La Double Vie de Véronique)",1990s,,Drama,,,,,
1177,Enchanted April,1990s,,Drama,,,,,
1178,Paths of Glory,1950s,,Drama,War,,,,
1179,"Grifters, The",1990s,,Crime,Drama,Film-Noir,,,
1180,Hear My Song,1990s,,Comedy,,,,,
1181,"Shooter, The",1990s,,Action,,,,,
1183,"English Patient, The",1990s,,Drama,Romance,War,,,
1184,Mediterraneo,1990s,,Comedy,War,,,,
1185,My Left Foot,1980s,,Drama,,,,,
1186,"Sex, Lies, and Videotape",1980s,,Drama,,,,,
1187,Passion Fish,1990s,,Drama,,,,,
1188,Strictly Ballroom,1990s,,Comedy,Romance,,,,
1189,"Thin Blue Line, The",1980s,,Documentary,,,,,
1190,Tie Me Up! Tie Me Down!,1990s,,Drama,,,,,
1191,Madonna: Truth or Dare,1990s,,Documentary,,,,,
1192,Paris Is Burning,1990s,,Documentary,,,,,
1193,One Flew Over the Cuckoo's Nest,1970s,,Drama,,,,,
1194,Up in Smoke,1970s,,Comedy,,,,,
1196,Star Wars: Episode V - The Empire Strikes Back,1980s,,Action,Adventure,Drama,Sci-Fi,War,
1197,"Princess Bride, The",1980s,,Action,Adventure,Comedy,Romance,,
1198,Raiders of the Lost Ark,1980s,,Action,Adventure,,,,
1199,Brazil,1980s,,Sci-Fi,,,,,
1200,Aliens,1980s,,Action,Sci-Fi,Thriller,War,,
1201,"Good, The Bad and The Ugly, The",1960s,,Action,Western,,,,
1202,Withnail and I,1980s,,Comedy,,,,,
1203,12 Angry Men,1950s,,Drama,,,,,
1204,Lawrence of Arabia,1960s,,Adventure,War,,,,
1205,"Transformers: The Movie, The",1980s,,Action,Animation,Children's,Sci-Fi,Thriller,War
1206,"Clockwork Orange, A",1970s,,Sci-Fi,,,,,
1207,To Kill a Mockingbird,1960s,,Drama,,,,,
1208,Apocalypse Now,1970s,,Drama,War,,,,
1209,Once Upon a Time in the West,1960s,,Western,,,,,
1210,Star Wars: Episode VI - Return of the Jedi,1980s,,Action,Adventure,Romance,Sci-Fi,War,
1211,Wings of Desire (Der Himmel über Berlin),1980s,,Comedy,Drama,Romance,,,
1212,"Third Man, The",1940s,,Mystery,Thriller,,,,
1213,GoodFellas,1990s,,Crime,Drama,,,,
1214,Alien,1970s,,Action,Horror,Sci-Fi,Thriller,,
1215,Army of Darkness,1990s,,Action,Adventure,Comedy,Horror,Sci-Fi,
1216,"Big Blue, The (Le Grand Bleu)",1980s,,Adventure,Romance,,,,
1217,Ran,1980s,,Drama,War,,,,
1218,"Killer, The (Die xue shuang xiong)",1980s,,Action,Thriller,,,,
1219,Psycho,1960s,,Horror,Thriller,,,,
1220,"Blues Brothers, The",1980s,,Action,Comedy,Musical,,,
1221,"Godfather: Part II, The",1970s,,Action,Crime,Drama,,,
1222,Full Metal Jacket,1980s,,Action,Drama,War,,,
1223,"Grand Day Out, A",1990s,,Animation,Comedy,,,,
1224,Henry V,1980s,,Drama,War,,,,
1225,Amadeus,1980s,,Drama,,,,,
1226,"Quiet Man, The",1950s,,Comedy,Romance,,,,
1227,Once Upon a Time in America,1980s,,Crime,Drama,Thriller,,,
1228,Raging Bull,1980s,,Drama,,,,,
1230,Annie Hall,1970s,,Comedy,Romance,,,,
1231,"Right Stuff, The",1980s,,Drama,,,,,
1232,Stalker,1970s,,Mystery,Sci-Fi,,,,
1233,"Boat, The (Das Boot)",1980s,,Action,Drama,War,,,
1234,"Sting, The",1970s,,Comedy,Crime,,,,
1235,Harold and Maude,1970s,,Comedy,,,,,
1236,Trust,1990s,,Comedy,Drama,,,,
1237,"Seventh Seal, The (Sjunde inseglet, Det)",1950s,,Drama,,,,,
1238,Local Hero,1980s,,Comedy,,,,,
1240,"Terminator, The",1980s,,Action,Sci-Fi,Thriller,,,
1241,Braindead,1990s,,Comedy,Horror,,,,
1242,Glory,1980s,,Action,Drama,War,,,
1243,Rosencrantz and Guildenstern Are Dead,1990s,,Comedy,Drama,,,,
1244,Manhattan,1970s,,Comedy,Drama,Romance,,,
1245,Miller's Crossing,1990s,,Drama,,,,,
1246,Dead Poets Society,1980s,,Drama,,,,,
1247,"Graduate, The",1960s,,Drama,Romance,,,,
1248,Touch of Evil,1950s,,Crime,Film-Noir,Thriller,,,
1249,Nikita (La Femme Nikita),1990s,,Thriller,,,,,
1250,"Bridge on the River Kwai, The",1950s,,Drama,War,,,,
1251,8 1/2,1960s,,Drama,,,,,
1252,Chinatown,1970s,,Film-Noir,Mystery,Thriller,,,
1253,"Day the Earth Stood Still, The",1950s,,Drama,Sci-Fi,,,,
1254,"Treasure of the Sierra Madre, The",1940s,,Adventure,,,,,
1255,Bad Taste,1980s,,Comedy,Horror,,,,
1256,Duck Soup,1930s,,Comedy,War,,,,
1257,Better Off Dead...,1980s,,Comedy,,,,,
1258,"Shining, The",1980s,,Horror,,,,,
1259,Stand by Me,1980s,,Adventure,Comedy,Drama,,,
1260,M,1930s,,Crime,Film-Noir,Thriller,,,
1261,Evil Dead II (Dead By Dawn),1980s,,Action,Adventure,Comedy,Horror,,
1262,"Great Escape, The",1960s,,Adventure,War,,,,
1263,"Deer Hunter, The",1970s,,Drama,War,,,,
1264,Diva,1980s,,Action,Drama,Mystery,Romance,Thriller,
1265,Groundhog Day,1990s,,Comedy,Romance,,,,
1266,Unforgiven,1990s,,Western,,,,,
1267,"Manchurian Candidate, The",1960s,,Film-Noir,Thriller,,,,
1268,Pump Up the Volume,1990s,,Drama,,,,,
1269,Arsenic and Old Lace,1940s,,Comedy,Mystery,Thriller,,,
1270,Back to the Future,1980s,,Comedy,Sci-Fi,,,,
1271,Fried Green Tomatoes,1990s,,Drama,,,,,
1272,Patton,1970s,,Drama,War,,,,
1273,Down by Law,1980s,,Comedy,Drama,,,,
1274,Akira,1980s,,Adventure,Animation,Sci-Fi,Thriller,,
1275,Highlander,1980s,,Action,Adventure,,,,
1276,Cool Hand Luke,1960s,,Comedy,Drama,,,,
1277,Cyrano de Bergerac,1990s,,Action,Drama,Romance,,,
1278,Young Frankenstein,1970s,,Comedy,Horror,,,,
1279,Night on Earth,1990s,,Comedy,Drama,,,,
1280,Raise the Red Lantern,1990s,,Drama,,,,,
1281,"Great Dictator, The",1940s,,Comedy,,,,,
1282,Fantasia,1940s,,Animation,Children's,Musical,,,
1283,High Noon,1950s,,Western,,,,,
1284,"Big Sleep, The",1940s,,Film-Noir,Mystery,,,,
1285,Heathers,1980s,,Comedy,,,,,
1286,Somewhere in Time,1980s,,Drama,Romance,,,,
1287,Ben-Hur,1950s,,Action,Adventure,Drama,,,
1288,This Is Spinal Tap,1980s,,Comedy,Drama,Musical,,,
1289,Koyaanisqatsi,1980s,,Documentary,War,,,,
1290,Some Kind of Wonderful,1980s,,Drama,Romance,,,,
1291,Indiana Jones and the Last Crusade,1980s,,Action,Adventure,,,,
1292,Being There,1970s,,Comedy,,,,,
1293,Gandhi,1980s,,Drama,,,,,
1294,M*A*S*H,1970s,,Comedy,War,,,,
1295,"Unbearable Lightness of Being, The",1980s,,Drama,,,,,
1296,"Room with a View, A",1980s,,Drama,Romance,,,,
1297,Real Genius,1980s,,Comedy,,,,,
1298,Pink Floyd - The Wall,1980s,,Drama,Musical,War,,,
1299,"Killing Fields, The",1980s,,Drama,War,,,,
1300,My Life as a Dog (Mitt liv som hund),1980s,,Drama,,,,,
1301,Forbidden Planet,1950s,,Sci-Fi,,,,,
1302,Field of Dreams,1980s,,Drama,,,,,
1303,"Man Who Would Be King, The",1970s,,Adventure,,,,,
1304,Butch Cassidy and the Sundance Kid,1960s,,Action,Comedy,Western,,,
1305,"Paris, Texas",1980s,,Drama,,,,,
1306,Until the End of the World (Bis ans Ende der Welt),1990s,,Drama,Sci-Fi,,,,
1307,When Harry Met Sally...,1980s,,Comedy,Romance,,,,
1308,I Shot a Man in Vegas,1990s,,Comedy,,,,,
1309,Parallel Sons,1990s,,Drama,Romance,,,,
1310,Hype!,1990s,,Documentary,,,,,
1311,Santa with Muscles,1990s,,Comedy,,,,,
1312,Female Perversions,1990s,,Drama,,,,,
1313,Mad Dog Time,1990s,,Crime,,,,,
1314,Breathing Room,1990s,,Romance,,,,,
1315,Paris Was a Woman,1990s,,Documentary,,,,,
1316,Anna,1990s,,Drama,,,,,
1317,I'm Not Rappaport,1990s,,Comedy,,,,,
1318,Blue Juice,1990s,,Comedy,Drama,,,,
1319,Kids of Survival,1990s,,Documentary,,,,,
1320,Alien³,1990s,,Action,Horror,Sci-Fi,Thriller,,
1321,"American Werewolf in London, An",1980s,,Horror,,,,,
1322,Amityville 1992: It's About Time,1990s,,Horror,,,,,
1323,Amityville 3-D,1980s,,Horror,,,,,
1324,Amityville: Dollhouse,1990s,,Horror,,,,,
1325,Amityville: A New Generation,1990s,,Horror,,,,,
1326,Amityville II: The Possession,1980s,,Horror,,,,,
1327,"Amityville Horror, The",1970s,,Horror,,,,,
1328,"Amityville Curse, The",1990s,,Horror,,,,,
1329,Blood For Dracula (Andy Warhol's Dracula),1970s,,Horror,,,,,
1330,April Fool's Day,1980s,,Comedy,Horror,,,,
1331,Audrey Rose,1970s,,Horror,,,,,
1332,"Believers, The",1980s,,Horror,Thriller,,,,
1333,"Birds, The",1960s,,Horror,,,,,
1334,"Blob, The",1950s,,Horror,Sci-Fi,,,,
1335,Blood Beach,1980s,,Action,Horror,,,,
1336,Body Parts,1990s,,Horror,,,,,
1337,"Body Snatcher, The",1940s,,Horror,,,,,
1339,Bram Stoker's Dracula,1990s,,Horror,Romance,,,,
1340,Bride of Frankenstein,1930s,,Horror,,,,,
1341,Burnt Offerings,1970s,,Horror,,,,,
1342,Candyman,1990s,,Horror,,,,,
1343,Cape Fear,1990s,,Thriller,,,,,
1344,Cape Fear,1960s,,Film-Noir,Thriller,,,,
1345,Carrie,1970s,,Horror,,,,,
1346,Cat People,1980s,,Horror,,,,,
1347,"Nightmare on Elm Street, A",1980s,,Horror,,,,,
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",1920s,,Horror,,,,,
1349,Nosferatu a Venezia,1980s,,Horror,,,,,
1350,"Omen, The",1970s,,Horror,,,,,
1351,Blood & Wine,1990s,,Drama,,,,,
1352,Albino Alligator,1990s,,Crime,Thriller,,,,
1353,"Mirror Has Two Faces, The",1990s,,Comedy,Romance,,,,
1354,Breaking the Waves,1990s,,Drama,,,,,
1355,Nightwatch,1990s,,Horror,Thriller,,,,
1356,Star Trek: First Contact,1990s,,Action,Adventure,Sci-Fi,,,
1357,Shine,1990s,,Drama,Romance,,,,
1358,Sling Blade,1990s,,Drama,Thriller,,,,
1359,Jingle All the Way,1990s,,Adventure,Children's,Comedy,,,
1360,Identification of a Woman (Identificazione di una donna),1980s,,Drama,,,,,
1361,Paradise Lost: The Child Murders at Robin Hood Hills,1990s,,Documentary,,,,,
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",1970s,,Drama,,,,,
1363,"Preacher's Wife, The",1990s,,Drama,,,,,
1364,Zero Kelvin (Kjærlighetens kjøtere),1990s,,Action,,,,,
1365,Ridicule,1990s,,Drama,,,,,
1366,"Crucible, The",1990s,,Drama,,,,,
1367,101 Dalmatians,1990s,,Children's,Comedy,,,,
1368,"Forbidden Christ, The (Cristo proibito, Il)",1950s,,Drama,,,,,
1369,I Can't Sleep (J'ai pas sommeil),1990s,,Drama,Thriller,,,,
1370,Die Hard 2,1990s,,Action,Thriller,,,,
1371,Star Trek: The Motion Picture,1970s,,Action,Adventure,Sci-Fi,,,
1372,Star Trek VI: The Undiscovered Country,1990s,,Action,Adventure,Sci-Fi,,,
1373,Star Trek V: The Final Frontier,1980s,,Action,Adventure,Sci-Fi,,,
1374,Star Trek: The Wrath of Khan,1980s,,Action,Adventure,Sci-Fi,,,
1375,Star Trek III: The Search for Spock,1980s,,Action,Adventure,Sci-Fi,,,
1376,Star Trek IV: The Voyage Home,1980s,,Action,Adventure,Sci-Fi,,,
1377,Batman Returns,1990s,,Action,Adventure,Comedy,Crime,,
1378,Young Guns,1980s,,Action,Comedy,Western,,,
1379,Young Guns II,1990s,,Action,Comedy,Western,,,
1380,Grease,1970s,,Comedy,Musical,Romance,,,
1381,Grease 2,1980s,,Comedy,Musical,Romance,,,
1382,Marked for Death,1990s,,Action,Drama,,,,
1383,Adrenalin: Fear the Rush,1990s,,Action,Sci-Fi,,,,
1384,"Substance of Fire, The",1990s,,Drama,,,,,
1385,Under Siege,1990s,,Action,,,,,
1386,Terror in a Texas Town,1950s,,Western,,,,,
1387,Jaws,1970s,,Action,Horror,,,,
1388,Jaws 2,1970s,,Action,Horror,,,,
1389,Jaws 3-D,1980s,,Action,Horror,,,,
1390,My Fellow Americans,1990s,,Comedy,,,,,
1391,Mars Attacks!,1990s,,Action,Comedy,Sci-Fi,War,,
1392,Citizen Ruth,1990s,,Comedy,Drama,,,,
1393,Jerry Maguire,1990s,,Drama,Romance,,,,
1394,Raising Arizona,1980s,,Comedy,,,,,
1395,Tin Men,1980s,,Comedy,Drama,,,,
1396,Sneakers,1990s,,Crime,Drama,Sci-Fi,,,
1397,Bastard Out of Carolina,1990s,,Drama,,,,,
1398,In Love and War,1990s,,Romance,War,,,,
1399,Marvin's Room,1990s,,Drama,,,,,
1400,Somebody is Waiting,1990s,,Drama,,,,,
1401,Ghosts of Mississippi,1990s,,Drama,,,,,
1404,Night Falls on Manhattan,1990s,,Crime,Drama,,,,
1405,Beavis and Butt-head Do America,1990s,,Animation,Comedy,,,,
1406,"Cérémonie, La",1990s,,Drama,,,,,
1407,Scream,1990s,,Horror,Thriller,,,,
1408,"Last of the Mohicans, The",1990s,,Action,Romance,War,,,
1409,Michael,1990s,,Comedy,Romance,,,,
1410,"Evening Star, The",1990s,,Comedy,Drama,,,,
1411,Hamlet,1990s,,Drama,,,,,
1412,Some Mother's Son,1990s,,Drama,,,,,
1413,"Whole Wide World, The",1990s,,Drama,,,,,
1414,Mother,1990s,,Comedy,,,,,
1415,"Thieves (Voleurs, Les)",1990s,,Crime,Drama,Romance,,,
1416,Evita,1990s,,Drama,Musical,,,,
1417,"Portrait of a Lady, The",1990s,,Drama,,,,,
1419,Walkabout,1970s,,Drama,,,,,
1420,Message to Love: The Isle of Wight Festival,1990s,,Documentary,,,,,
1421,Grateful Dead,1990s,,Documentary,,,,,
1422,Murder at 1600,1990s,,Mystery,Thriller,,,,
1423,Hearts and Minds,1990s,,Drama,,,,,
1424,Inside,1990s,,Action,,,,,
1425,Fierce Creatures,1990s,,Comedy,,,,,
1426,Zeus and Roxanne,1990s,,Children's,,,,,
1427,Turbulence,1990s,,Thriller,,,,,
1428,Angel Baby,1990s,,Drama,,,,,
1429,Jackie Chan's First Strike,1990s,,Action,,,,,
1430,Underworld,1990s,,Thriller,,,,,
1431,Beverly Hills Ninja,1990s,,Action,Comedy,,,,
1432,Metro,1990s,,Action,,,,,
1433,"Machine, The",1990s,,Comedy,Horror,,,,
1434,"Stranger, The",1990s,,Action,,,,,
1436,Falling in Love Again,1980s,,Comedy,,,,,
1437,"Cement Garden, The",1990s,,Drama,,,,,
1438,Dante's Peak,1990s,,Action,Thriller,,,,
1439,Meet Wally Sparks,1990s,,Comedy,,,,,
1440,Amos & Andrew,1990s,,Comedy,,,,,
1441,Benny & Joon,1990s,,Comedy,Romance,,,,
1442,Prefontaine,1990s,,Drama,,,,,
1443,"Tickle in the Heart, A",1990s,,Documentary,,,,,
1444,Guantanamera,1990s,,Comedy,,,,,
1445,McHale's Navy,1990s,,Comedy,War,,,,
1446,Kolya,1990s,,Comedy,,,,,
1447,Gridlock'd,1990s,,Crime,,,,,
1448,Fire on the Mountain,1990s,,Documentary,,,,,
1449,Waiting for Guffman,1990s,,Comedy,,,,,
1450,Prisoner of the Mountains (Kavkazsky Plennik),1990s,,War,,,,,
1453,"Beautician and the Beast, The",1990s,,Comedy,Romance,,,,
1454,SubUrbia,1990s,,Comedy,,,,,
1455,Hotel de Love,1990s,,Comedy,Romance,,,,
1456,"Pest, The",1990s,,Comedy,,,,,
1457,Fools Rush In,1990s,,Comedy,Romance,,,,
1458,Touch,1990s,,Romance,,,,,
1459,Absolute Power,1990s,,Mystery,Thriller,,,,
1460,That Darn Cat!,1990s,,Children's,Comedy,Mystery,,,
1461,Vegas Vacation,1990s,,Comedy,,,,,
1462,Unforgotten: Twenty-Five Years After Willowbrook,1990s,,Documentary,,,,,
1463,That Old Feeling,1990s,,Comedy,Romance,,,,
1464,Lost Highway,1990s,,Mystery,,,,,
1465,Rosewood,1990s,,Drama,,,,,
1466,Donnie Brasco,1990s,,Crime,Drama,,,,
1467,Salut cousin!,1990s,,Comedy,Drama,,,,
1468,Booty Call,1990s,,Comedy,Romance,,,,
1470,Rhyme & Reason,1990s,,Documentary,,,,,
1471,Boys Life 2,1990s,,Drama,,,,,
1472,City of Industry,1990s,,Crime,Thriller,,,,
1473,Best Men,1990s,,Action,Comedy,Crime,Drama,,
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),1990s,,Children's,Comedy,,,,
1475,Kama Sutra: A Tale of Love,1990s,,Romance,,,,,
1476,Private Parts,1990s,,Comedy,Drama,,,,
1477,Love Jones,1990s,,Romance,,,,,
1479,"Saint, The",1990s,,Action,Romance,Thriller,,,
1480,Smilla's Sense of Snow,1990s,,Action,Drama,Thriller,,,
1482,"Van, The",1990s,,Comedy,Drama,,,,
1483,Crash,1990s,,Drama,Thriller,,,,
1484,"Daytrippers, The",1990s,,Mystery,,,,,
1485,Liar Liar,1990s,,Comedy,,,,,
1486,"Quiet Room, The",1990s,,Drama,,,,,
1487,Selena,1990s,,Drama,Musical,,,,
1488,"Devil's Own, The",1990s,,Action,Drama,Thriller,War,,
1489,Cats Don't Dance,1990s,,Animation,Children's,Musical,,,
1490,B*A*P*S,1990s,,Comedy,,,,,
1493,Love and Other Catastrophes,1990s,,Romance,,,,,
1494,"Sixth Man, The",1990s,,Comedy,,,,,
